"time","activity"
"2018-12-18 01:47:00",0
"2018-12-18 01:48:00",0
"2018-12-18 01:49:00",0
"2018-12-18 01:50:00",0
"2018-12-18 01:51:00",0
"2018-12-18 01:52:00",0
"2018-12-18 01:53:00",0
"2018-12-18 01:54:00",0
"2018-12-18 01:55:00",138.571281295945
"2018-12-18 01:56:00",0
"2018-12-18 01:57:00",0
"2018-12-18 01:58:00",0
"2018-12-18 01:59:00",0
"2018-12-18 02:00:00",0
"2018-12-18 02:01:00",0
"2018-12-18 02:02:00",0
"2018-12-18 02:03:00",0
"2018-12-18 02:04:00",0
"2018-12-18 02:05:00",0
"2018-12-18 02:06:00",0
"2018-12-18 02:07:00",0
"2018-12-18 02:08:00",33.734255586866
"2018-12-18 02:09:00",0
"2018-12-18 02:10:00",0
"2018-12-18 02:11:00",0
"2018-12-18 02:12:00",0
"2018-12-18 02:13:00",0
"2018-12-18 02:14:00",0
"2018-12-18 02:15:00",0
"2018-12-18 02:16:00",84.0238061504
"2018-12-18 02:17:00",0
"2018-12-18 02:18:00",0
"2018-12-18 02:19:00",0
"2018-12-18 02:20:00",0
"2018-12-18 02:21:00",83.1925477431723
"2018-12-18 02:22:00",0
"2018-12-18 02:23:00",0
"2018-12-18 02:24:00",0
"2018-12-18 02:25:00",0
"2018-12-18 02:26:00",27.8567765543682
"2018-12-18 02:27:00",0
"2018-12-18 02:28:00",0
"2018-12-18 02:29:00",0
"2018-12-18 02:30:00",0
"2018-12-18 02:31:00",0
"2018-12-18 02:32:00",0
"2018-12-18 02:33:00",0
"2018-12-18 02:34:00",0
"2018-12-18 02:35:00",0
"2018-12-18 02:36:00",0
"2018-12-18 02:37:00",0
"2018-12-18 02:38:00",0
"2018-12-18 02:39:00",0
"2018-12-18 02:40:00",31.5753068076939
"2018-12-18 02:41:00",0
"2018-12-18 02:42:00",976.41128629282
"2018-12-18 02:43:00",0
"2018-12-18 02:44:00",0
"2018-12-18 02:45:00",0
"2018-12-18 02:46:00",0
"2018-12-18 02:47:00",0
"2018-12-18 02:48:00",0
"2018-12-18 02:49:00",0
"2018-12-18 02:50:00",0
"2018-12-18 02:51:00",0
"2018-12-18 02:52:00",0
"2018-12-18 02:53:00",0
"2018-12-18 02:54:00",0
"2018-12-18 02:55:00",0
"2018-12-18 02:56:00",0
"2018-12-18 02:57:00",0
"2018-12-18 02:58:00",0
"2018-12-18 02:59:00",0
"2018-12-18 03:00:00",0
"2018-12-18 03:01:00",0
"2018-12-18 03:02:00",0
"2018-12-18 03:03:00",0
"2018-12-18 03:04:00",0
"2018-12-18 03:05:00",0
"2018-12-18 03:06:00",0
"2018-12-18 03:07:00",0
"2018-12-18 03:08:00",0
"2018-12-18 03:09:00",0
"2018-12-18 03:10:00",0
"2018-12-18 03:11:00",0
"2018-12-18 03:12:00",0
"2018-12-18 03:13:00",0
"2018-12-18 03:14:00",0
"2018-12-18 03:15:00",0
"2018-12-18 03:16:00",0
"2018-12-18 03:17:00",0
"2018-12-18 03:18:00",0
"2018-12-18 03:19:00",0
"2018-12-18 03:20:00",0
"2018-12-18 03:21:00",0
"2018-12-18 03:22:00",0
"2018-12-18 03:23:00",0
"2018-12-18 03:24:00",0
"2018-12-18 03:25:00",0
"2018-12-18 03:26:00",0
"2018-12-18 03:27:00",0
"2018-12-18 03:28:00",0
"2018-12-18 03:29:00",0
"2018-12-18 03:30:00",0
"2018-12-18 03:31:00",0
"2018-12-18 03:32:00",0
"2018-12-18 03:33:00",0
"2018-12-18 03:34:00",0
"2018-12-18 03:35:00",0
"2018-12-18 03:36:00",0
"2018-12-18 03:37:00",0
"2018-12-18 03:38:00",0
"2018-12-18 03:39:00",0
"2018-12-18 03:40:00",0
"2018-12-18 03:41:00",0
"2018-12-18 03:42:00",0
"2018-12-18 03:43:00",0
"2018-12-18 03:44:00",0
"2018-12-18 03:45:00",1480.94057949669
"2018-12-18 03:46:00",0
"2018-12-18 03:47:00",0
"2018-12-18 03:48:00",0
"2018-12-18 03:49:00",599.473936047265
"2018-12-18 03:50:00",0
"2018-12-18 03:51:00",0
"2018-12-18 03:52:00",0
"2018-12-18 03:53:00",0
"2018-12-18 03:54:00",0
"2018-12-18 03:55:00",0
"2018-12-18 03:56:00",1031.42716659976
"2018-12-18 03:57:00",0
"2018-12-18 03:58:00",0
"2018-12-18 03:59:00",0
"2018-12-18 04:00:00",0
"2018-12-18 04:01:00",0
"2018-12-18 04:02:00",438.748219369606
"2018-12-18 04:03:00",0
"2018-12-18 04:04:00",0
"2018-12-18 04:05:00",0
"2018-12-18 04:06:00",0
"2018-12-18 04:07:00",0
"2018-12-18 04:08:00",0
"2018-12-18 04:09:00",0
"2018-12-18 04:10:00",719.436585113657
"2018-12-18 04:11:00",2114.58388341536
"2018-12-18 04:12:00",0
"2018-12-18 04:13:00",0
"2018-12-18 04:14:00",0
"2018-12-18 04:15:00",0
"2018-12-18 04:16:00",0
"2018-12-18 04:17:00",0
"2018-12-18 04:18:00",0
"2018-12-18 04:19:00",0
"2018-12-18 04:20:00",0
"2018-12-18 04:21:00",0
"2018-12-18 04:22:00",0
"2018-12-18 04:23:00",0
"2018-12-18 04:24:00",0
"2018-12-18 04:25:00",0
"2018-12-18 04:26:00",0
"2018-12-18 04:27:00",0
"2018-12-18 04:28:00",0
"2018-12-18 04:29:00",0
"2018-12-18 04:30:00",0
"2018-12-18 04:31:00",0
"2018-12-18 04:32:00",0
"2018-12-18 04:33:00",0
"2018-12-18 04:34:00",0
"2018-12-18 04:35:00",0
"2018-12-18 04:36:00",0
"2018-12-18 04:37:00",507.529309498476
"2018-12-18 04:38:00",0
"2018-12-18 04:39:00",0
"2018-12-18 04:40:00",0
"2018-12-18 04:41:00",0
"2018-12-18 04:42:00",0
"2018-12-18 04:43:00",178.244214492364
"2018-12-18 04:44:00",0
"2018-12-18 04:45:00",0
"2018-12-18 04:46:00",787.372846877513
"2018-12-18 04:47:00",0
"2018-12-18 04:48:00",0
"2018-12-18 04:49:00",0
"2018-12-18 04:50:00",334.671480709068
"2018-12-18 04:51:00",0
"2018-12-18 04:52:00",0
"2018-12-18 04:53:00",0
"2018-12-18 04:54:00",1098.10791819384
"2018-12-18 04:55:00",0
"2018-12-18 04:56:00",0
"2018-12-18 04:57:00",6
"2018-12-18 04:58:00",0
"2018-12-18 04:59:00",0
"2018-12-18 05:00:00",0
"2018-12-18 05:01:00",0
"2018-12-18 05:02:00",0
"2018-12-18 05:03:00",0
"2018-12-18 05:04:00",0
"2018-12-18 05:05:00",0
"2018-12-18 05:06:00",0
"2018-12-18 05:07:00",0
"2018-12-18 05:08:00",2134.64329572882
"2018-12-18 05:09:00",0
"2018-12-18 05:10:00",0
"2018-12-18 05:11:00",0
"2018-12-18 05:12:00",0
"2018-12-18 05:13:00",216.030090496671
"2018-12-18 05:14:00",0
"2018-12-18 05:15:00",0
"2018-12-18 05:16:00",0
"2018-12-18 05:17:00",0
"2018-12-18 05:18:00",0
"2018-12-18 05:19:00",0
"2018-12-18 05:20:00",0
"2018-12-18 05:21:00",0
"2018-12-18 05:22:00",0
"2018-12-18 05:23:00",0
"2018-12-18 05:24:00",0
"2018-12-18 05:25:00",0
"2018-12-18 05:26:00",0
"2018-12-18 05:27:00",0
"2018-12-18 05:28:00",0
"2018-12-18 05:29:00",0
"2018-12-18 05:30:00",0
"2018-12-18 05:31:00",0
"2018-12-18 05:32:00",0
"2018-12-18 05:33:00",0
"2018-12-18 05:34:00",0
"2018-12-18 05:35:00",0
"2018-12-18 05:36:00",0
"2018-12-18 05:37:00",0
"2018-12-18 05:38:00",0
"2018-12-18 05:39:00",0
"2018-12-18 05:40:00",0
"2018-12-18 05:41:00",0
"2018-12-18 05:42:00",0
"2018-12-18 05:43:00",0
"2018-12-18 05:44:00",1433.72731019535
"2018-12-18 05:45:00",0
"2018-12-18 05:46:00",0
"2018-12-18 05:47:00",0
"2018-12-18 05:48:00",0
"2018-12-18 05:49:00",0
"2018-12-18 05:50:00",0
"2018-12-18 05:51:00",0
"2018-12-18 05:52:00",0
"2018-12-18 05:53:00",0
"2018-12-18 05:54:00",0
"2018-12-18 05:55:00",0
"2018-12-18 05:56:00",0
"2018-12-18 05:57:00",0
"2018-12-18 05:58:00",0
"2018-12-18 05:59:00",0
"2018-12-18 06:00:00",0
"2018-12-18 06:01:00",0
"2018-12-18 06:02:00",0
"2018-12-18 06:03:00",0
"2018-12-18 06:04:00",0
"2018-12-18 06:05:00",0
"2018-12-18 06:06:00",1182.85332987653
"2018-12-18 06:07:00",0
"2018-12-18 06:08:00",0
"2018-12-18 06:09:00",0
"2018-12-18 06:10:00",0
"2018-12-18 06:11:00",0
"2018-12-18 06:12:00",0
"2018-12-18 06:13:00",0
"2018-12-18 06:14:00",0
"2018-12-18 06:15:00",0
"2018-12-18 06:16:00",1290.1484410718
"2018-12-18 06:17:00",0
"2018-12-18 06:18:00",1397.82223476378
"2018-12-18 06:19:00",0
"2018-12-18 06:20:00",263.685418633644
"2018-12-18 06:21:00",0
"2018-12-18 06:22:00",0
"2018-12-18 06:23:00",512.680212218104
"2018-12-18 06:24:00",0
"2018-12-18 06:25:00",470.068080175627
"2018-12-18 06:26:00",480.942824044605
"2018-12-18 06:27:00",0
"2018-12-18 06:28:00",2601.98597229117
"2018-12-18 06:29:00",3490.53491602648
"2018-12-18 06:30:00",3364.62182124529
"2018-12-18 06:31:00",5285.23689156882
"2018-12-18 06:32:00",2456.4386823204
"2018-12-18 06:33:00",908.618731922251
"2018-12-18 06:34:00",1989.52657685189
"2018-12-18 06:35:00",1579.98765817965
"2018-12-18 06:36:00",1779.38500611869
"2018-12-18 06:37:00",2380.440925543
"2018-12-18 06:38:00",3022.10836999602
"2018-12-18 06:39:00",2167.75921172071
"2018-12-18 06:40:00",2832.65917469787
"2018-12-18 06:41:00",3108.38897179874
"2018-12-18 06:42:00",3124.83951587918
"2018-12-18 06:43:00",3608.47419278564
"2018-12-18 06:44:00",3462.18038236023
"2018-12-18 06:45:00",3528.7370261894
"2018-12-18 06:46:00",3703.08209468815
"2018-12-18 06:47:00",3304.24181923781
"2018-12-18 06:48:00",3126.35682544395
"2018-12-18 06:49:00",3352.52859793917
"2018-12-18 06:50:00",2293.02115123258
"2018-12-18 06:51:00",1895.74101606733
"2018-12-18 06:52:00",2272.923667878
"2018-12-18 06:53:00",509.117864546119
"2018-12-18 06:54:00",153.850576859497
"2018-12-18 06:55:00",1142.55721957371
"2018-12-18 06:56:00",35.3836120259083
"2018-12-18 06:57:00",0
"2018-12-18 06:58:00",806.807907745084
"2018-12-18 06:59:00",482.150391475523
"2018-12-18 07:00:00",19.5192212959431
"2018-12-18 07:01:00",34.7850542618522
"2018-12-18 07:02:00",10
"2018-12-18 07:03:00",770.870936019772
"2018-12-18 07:04:00",114.743191519149
"2018-12-18 07:05:00",1578.89423331647
"2018-12-18 07:06:00",106.103722837608
"2018-12-18 07:07:00",21.4009345590327
"2018-12-18 07:08:00",1560.9734142515
"2018-12-18 07:09:00",480.261387163282
"2018-12-18 07:10:00",39.6232255123179
"2018-12-18 07:11:00",80.4611707595658
"2018-12-18 07:12:00",263.267924366034
"2018-12-18 07:13:00",535.725676069385
"2018-12-18 07:14:00",218.178825737055
"2018-12-18 07:15:00",99
"2018-12-18 07:16:00",7
"2018-12-18 07:17:00",71.5401984900797
"2018-12-18 07:18:00",1015.25070795346
"2018-12-18 07:19:00",680.018382104484
"2018-12-18 07:20:00",0
"2018-12-18 07:21:00",54
"2018-12-18 07:22:00",8
"2018-12-18 07:23:00",236.281611641702
"2018-12-18 07:24:00",292.638001633417
"2018-12-18 07:25:00",39
"2018-12-18 07:26:00",11
"2018-12-18 07:27:00",121.807224744676
"2018-12-18 07:28:00",31
"2018-12-18 07:29:00",6
"2018-12-18 07:30:00",808.585184133373
"2018-12-18 07:31:00",2616.66467091219
"2018-12-18 07:32:00",2791.40484344353
"2018-12-18 07:33:00",3073.21395285131
"2018-12-18 07:34:00",2926.66550873174
"2018-12-18 07:35:00",2199.05456958212
"2018-12-18 07:36:00",446.014573752921
"2018-12-18 07:37:00",1467.65493219626
"2018-12-18 07:38:00",1526.81040080293
"2018-12-18 07:39:00",641.878493174526
"2018-12-18 07:40:00",680.551247151895
"2018-12-18 07:41:00",2231.0589413998
"2018-12-18 07:42:00",1719.52377128087
"2018-12-18 07:43:00",3393.59926921256
"2018-12-18 07:44:00",2717.91905692572
"2018-12-18 07:45:00",3172.04476639281
"2018-12-18 07:46:00",1705.96219184365
"2018-12-18 07:47:00",417.129476302023
"2018-12-18 07:48:00",40.0499687890016
"2018-12-18 07:49:00",74.6726188103779
"2018-12-18 07:50:00",1617.10451115566
"2018-12-18 07:51:00",17.8885438199983
"2018-12-18 07:52:00",1513.33439794383
"2018-12-18 07:53:00",2221.68832197498
"2018-12-18 07:54:00",1530.80828322818
"2018-12-18 07:55:00",394.849338355784
"2018-12-18 07:56:00",2028.19525687247
"2018-12-18 07:57:00",1208.49079433813
"2018-12-18 07:58:00",1574.84126184197
"2018-12-18 07:59:00",1502.33684638299
"2018-12-18 08:00:00",2647.42157579786
"2018-12-18 08:01:00",1135.30832816464
"2018-12-18 08:02:00",1794.33135178539
"2018-12-18 08:03:00",1563.39182548714
"2018-12-18 08:04:00",2972.65891080696
"2018-12-18 08:05:00",969.332244382699
"2018-12-18 08:06:00",263.450185044535
"2018-12-18 08:07:00",344.794141481551
"2018-12-18 08:08:00",21
"2018-12-18 08:09:00",447.572340521619
"2018-12-18 08:10:00",388.862443545272
"2018-12-18 08:11:00",50
"2018-12-18 08:12:00",428.084103886141
"2018-12-18 08:13:00",1942.00128733222
"2018-12-18 08:14:00",856.491681220548
"2018-12-18 08:15:00",1012.82229438337
"2018-12-18 08:16:00",476.39479426207
"2018-12-18 08:17:00",1279.53546258007
"2018-12-18 08:18:00",602.404349253888
"2018-12-18 08:19:00",639.928902300873
"2018-12-18 08:20:00",126.846363763413
"2018-12-18 08:21:00",1347.59118429886
"2018-12-18 08:22:00",516.21216568384
"2018-12-18 08:23:00",0
"2018-12-18 08:24:00",0
"2018-12-18 08:25:00",0
"2018-12-18 08:26:00",0
"2018-12-18 08:27:00",0
"2018-12-18 08:28:00",1361.90381451848
"2018-12-18 08:29:00",1137.03913740909
"2018-12-18 08:30:00",531.498824081484
"2018-12-18 08:31:00",1215.86553532864
"2018-12-18 08:32:00",1353.2837839862
"2018-12-18 08:33:00",814.293558859457
"2018-12-18 08:34:00",5.65685424949238
"2018-12-18 08:35:00",10
"2018-12-18 08:36:00",1697.59152919659
"2018-12-18 08:37:00",1321.20778078242
"2018-12-18 08:38:00",126
"2018-12-18 08:39:00",695.771514220006
"2018-12-18 08:40:00",2
"2018-12-18 08:41:00",1278.08215698366
"2018-12-18 08:42:00",1094.28241327365
"2018-12-18 08:43:00",122.331516789419
"2018-12-18 08:44:00",59.9749947894954
"2018-12-18 08:45:00",276.935010426634
"2018-12-18 08:46:00",8
"2018-12-18 08:47:00",1986.99798691393
"2018-12-18 08:48:00",1052.72646019752
"2018-12-18 08:49:00",640.935254140385
"2018-12-18 08:50:00",971.326927455427
"2018-12-18 08:51:00",1655.08610047937
"2018-12-18 08:52:00",980.553415169209
"2018-12-18 08:53:00",74.1754676426108
"2018-12-18 08:54:00",1967.59269159041
"2018-12-18 08:55:00",505.899199445898
"2018-12-18 08:56:00",1267.67267068435
"2018-12-18 08:57:00",161.127278882255
"2018-12-18 08:58:00",565.053094850387
"2018-12-18 08:59:00",374.973332385118
"2018-12-18 09:00:00",518.661739479596
"2018-12-18 09:01:00",1607.1141838712
"2018-12-18 09:02:00",86.3539228987311
"2018-12-18 09:03:00",1939.58990510881
"2018-12-18 09:04:00",317.498031489961
"2018-12-18 09:05:00",46
"2018-12-18 09:06:00",8
"2018-12-18 09:07:00",784.480082602484
"2018-12-18 09:08:00",368.091021352056
"2018-12-18 09:09:00",139.992856960632
"2018-12-18 09:10:00",2932.89311090602
"2018-12-18 09:11:00",455.145031830514
"2018-12-18 09:12:00",318.709899438345
"2018-12-18 09:13:00",76.2167960491649
"2018-12-18 09:14:00",2259.42293517615
"2018-12-18 09:15:00",2102.73274573827
"2018-12-18 09:16:00",624.907193109505
"2018-12-18 09:17:00",5465.8959924243
"2018-12-18 09:18:00",3
"2018-12-18 09:19:00",17.2626765016321
"2018-12-18 09:20:00",70.8801805866774
"2018-12-18 09:21:00",44.2944691807002
"2018-12-18 09:22:00",118.105884696742
"2018-12-18 09:23:00",1791.09714979395
"2018-12-18 09:24:00",1603.47934193116
"2018-12-18 09:25:00",1215.17941062215
"2018-12-18 09:26:00",3640.75212009826
"2018-12-18 09:27:00",1696.91484759843
"2018-12-18 09:28:00",4
"2018-12-18 09:29:00",1593.56895050073
"2018-12-18 09:30:00",355.029576232741
"2018-12-18 09:31:00",607.369739121073
"2018-12-18 09:32:00",315.705559026128
"2018-12-18 09:33:00",1266.98776631821
"2018-12-18 09:34:00",1004.55213901519
"2018-12-18 09:35:00",112.249721603218
"2018-12-18 09:36:00",1395.49489429378
"2018-12-18 09:37:00",24.5356882927706
"2018-12-18 09:38:00",14
"2018-12-18 09:39:00",678.213093356358
"2018-12-18 09:40:00",2697.28919472866
"2018-12-18 09:41:00",2002.32115306212
"2018-12-18 09:42:00",3406.18775172479
"2018-12-18 09:43:00",1475.54769492551
"2018-12-18 09:44:00",1945.04370130853
"2018-12-18 09:45:00",4689.64348325115
"2018-12-18 09:46:00",2472.71247823114
"2018-12-18 09:47:00",2425.98804613708
"2018-12-18 09:48:00",2927.80241819697
"2018-12-18 09:49:00",2309.53739956728
"2018-12-18 09:50:00",2407.21478061265
"2018-12-18 09:51:00",1181.00338695535
"2018-12-18 09:52:00",1306.15006794778
"2018-12-18 09:53:00",5144.19400878311
"2018-12-18 09:54:00",4853.5539556082
"2018-12-18 09:55:00",1990.35675194172
"2018-12-18 09:56:00",820.556518467802
"2018-12-18 09:57:00",1065.71525277628
"2018-12-18 09:58:00",584.422792163345
"2018-12-18 09:59:00",43
"2018-12-18 10:00:00",782.32026689841
"2018-12-18 10:01:00",525.724262327696
"2018-12-18 10:02:00",1611.74005348257
"2018-12-18 10:03:00",740.920373589497
"2018-12-18 10:04:00",759.992763123439
"2018-12-18 10:05:00",153.535012293613
"2018-12-18 10:06:00",0
"2018-12-18 10:07:00",0
"2018-12-18 10:08:00",1104.7271156263
"2018-12-18 10:09:00",0
"2018-12-18 10:10:00",1735.64454886362
"2018-12-18 10:11:00",0
"2018-12-18 10:12:00",0
"2018-12-18 10:13:00",507.138048266939
"2018-12-18 10:14:00",0
"2018-12-18 10:15:00",393.337005632575
"2018-12-18 10:16:00",1740.6909547648
"2018-12-18 10:17:00",2619.33063968641
"2018-12-18 10:18:00",15.7480157480236
"2018-12-18 10:19:00",651.620288204718
"2018-12-18 10:20:00",57.4978260458602
"2018-12-18 10:21:00",623.580788671364
"2018-12-18 10:22:00",566.594211054084
"2018-12-18 10:23:00",0
"2018-12-18 10:24:00",34
"2018-12-18 10:25:00",0
"2018-12-18 10:26:00",517.748973924623
"2018-12-18 10:27:00",608.346940487088
"2018-12-18 10:28:00",59.3464404998312
"2018-12-18 10:29:00",87
"2018-12-18 10:30:00",2527.03581296348
"2018-12-18 10:31:00",209.267771049438
"2018-12-18 10:32:00",160.449368961053
"2018-12-18 10:33:00",1209.00992551757
"2018-12-18 10:34:00",518.044399641575
"2018-12-18 10:35:00",219.513097559121
"2018-12-18 10:36:00",2
"2018-12-18 10:37:00",0
"2018-12-18 10:38:00",56.4003546088143
"2018-12-18 10:39:00",700.16640879151
"2018-12-18 10:40:00",204.575169558771
"2018-12-18 10:41:00",437.306528650099
"2018-12-18 10:42:00",0
"2018-12-18 10:43:00",0
"2018-12-18 10:44:00",19.723082923316
"2018-12-18 10:45:00",282.370324219809
"2018-12-18 10:46:00",354.815444985136
"2018-12-18 10:47:00",2003.0027458793
"2018-12-18 10:48:00",686.691342598696
"2018-12-18 10:49:00",18.2756668824971
"2018-12-18 10:50:00",152.299047928738
"2018-12-18 10:51:00",1557.7397086805
"2018-12-18 10:52:00",323.280064340503
"2018-12-18 10:53:00",582.017181876961
"2018-12-18 10:54:00",708.03177894781
"2018-12-18 10:55:00",8.94427190999916
"2018-12-18 10:56:00",1633.32942176402
"2018-12-18 10:57:00",2310.44476237801
"2018-12-18 10:58:00",1906.74067455436
"2018-12-18 10:59:00",1996.10495716032
"2018-12-18 11:00:00",0
"2018-12-18 11:01:00",552.819138597788
"2018-12-18 11:02:00",527.092022326273
"2018-12-18 11:03:00",0
"2018-12-18 11:04:00",2326.93639792754
"2018-12-18 11:05:00",9
"2018-12-18 11:06:00",1577.65965911536
"2018-12-18 11:07:00",0
"2018-12-18 11:08:00",912.533834989147
"2018-12-18 11:09:00",729.601260963823
"2018-12-18 11:10:00",771.665082791751
"2018-12-18 11:11:00",68.5930025585701
"2018-12-18 11:12:00",361.957179787886
"2018-12-18 11:13:00",491.233142204392
"2018-12-18 11:14:00",730.276659903629
"2018-12-18 11:15:00",430.370770382934
"2018-12-18 11:16:00",5
"2018-12-18 11:17:00",1350.3573601088
"2018-12-18 11:18:00",570.019297918939
"2018-12-18 11:19:00",0
"2018-12-18 11:20:00",94.8367017562294
"2018-12-18 11:21:00",518.701262770778
"2018-12-18 11:22:00",0
"2018-12-18 11:23:00",490.375366428617
"2018-12-18 11:24:00",275.394262830583
"2018-12-18 11:25:00",0
"2018-12-18 11:26:00",0
"2018-12-18 11:27:00",216.69333169251
"2018-12-18 11:28:00",468.706731336344
"2018-12-18 11:29:00",1015.29749334862
"2018-12-18 11:30:00",1188.23650844434
"2018-12-18 11:31:00",1249.28339459068
"2018-12-18 11:32:00",843.935424069875
"2018-12-18 11:33:00",170.65462197081
"2018-12-18 11:34:00",100.309520983803
"2018-12-18 11:35:00",2193.50336220394
"2018-12-18 11:36:00",0
"2018-12-18 11:37:00",0
"2018-12-18 11:38:00",7.07106781186548
"2018-12-18 11:39:00",0
"2018-12-18 11:40:00",0
"2018-12-18 11:41:00",1501.78360624958
"2018-12-18 11:42:00",3953.33479482829
"2018-12-18 11:43:00",3254.20589391636
"2018-12-18 11:44:00",2439.8387241783
"2018-12-18 11:45:00",2673.51323168598
"2018-12-18 11:46:00",1788.51139219184
"2018-12-18 11:47:00",464.363004555703
"2018-12-18 11:48:00",2515.38068689413
"2018-12-18 11:49:00",2114.23390380535
"2018-12-18 11:50:00",2777.76042883471
"2018-12-18 11:51:00",2940.41629705727
"2018-12-18 11:52:00",3953.5969698491
"2018-12-18 11:53:00",3481.5219373142
"2018-12-18 11:54:00",2336.94715387404
"2018-12-18 11:55:00",1755.29171364762
"2018-12-18 11:56:00",1241.45237524442
"2018-12-18 11:57:00",47.8957200593122
"2018-12-18 11:58:00",850.00235293792
"2018-12-18 11:59:00",0
"2018-12-18 12:00:00",325.286027981529
"2018-12-18 12:01:00",429.460126204983
"2018-12-18 12:02:00",439.455344716616
"2018-12-18 12:03:00",75.6703376495705
"2018-12-18 12:04:00",0
"2018-12-18 12:05:00",1
"2018-12-18 12:06:00",9
"2018-12-18 12:07:00",94.4616324229049
"2018-12-18 12:08:00",0
"2018-12-18 12:09:00",0
"2018-12-18 12:10:00",216.041662648666
"2018-12-18 12:11:00",9.05538513813742
"2018-12-18 12:12:00",1295.04015381763
"2018-12-18 12:13:00",503.750930520232
"2018-12-18 12:14:00",488.235598865957
"2018-12-18 12:15:00",660.803299023242
"2018-12-18 12:16:00",316.167677032299
"2018-12-18 12:17:00",467.200171232845
"2018-12-18 12:18:00",496.859134966843
"2018-12-18 12:19:00",1465.73974497521
"2018-12-18 12:20:00",939.170378578882
"2018-12-18 12:21:00",539.193842694814
"2018-12-18 12:22:00",634.178208392562
"2018-12-18 12:23:00",499.194350929575
"2018-12-18 12:24:00",310.489935424645
"2018-12-18 12:25:00",948.612671220451
"2018-12-18 12:26:00",773.673703831273
"2018-12-18 12:27:00",718.307733495888
"2018-12-18 12:28:00",450.107764874147
"2018-12-18 12:29:00",162.732910009008
"2018-12-18 12:30:00",347.667945028011
"2018-12-18 12:31:00",345.459114802316
"2018-12-18 12:32:00",548.037407482372
"2018-12-18 12:33:00",2848.18082291135
"2018-12-18 12:34:00",6
