"time","activity"
"2018-12-18 01:48:00",0
"2018-12-18 01:49:00",0
"2018-12-18 01:50:00",0
"2018-12-18 01:51:00",0
"2018-12-18 01:52:00",0
"2018-12-18 01:53:00",0
"2018-12-18 01:54:00",0
"2018-12-18 01:55:00",0
"2018-12-18 01:56:00",0
"2018-12-18 01:57:00",0
"2018-12-18 01:58:00",0
"2018-12-18 01:59:00",0
"2018-12-18 02:00:00",0
"2018-12-18 02:01:00",0
"2018-12-18 02:02:00",282.349074728429
"2018-12-18 02:03:00",0
"2018-12-18 02:04:00",0
"2018-12-18 02:05:00",0
"2018-12-18 02:06:00",0
"2018-12-18 02:07:00",0
"2018-12-18 02:08:00",0
"2018-12-18 02:09:00",0
"2018-12-18 02:10:00",0
"2018-12-18 02:11:00",0
"2018-12-18 02:12:00",0
"2018-12-18 02:13:00",0
"2018-12-18 02:14:00",0
"2018-12-18 02:15:00",0
"2018-12-18 02:16:00",0
"2018-12-18 02:17:00",0
"2018-12-18 02:18:00",0
"2018-12-18 02:19:00",0
"2018-12-18 02:20:00",0
"2018-12-18 02:21:00",0
"2018-12-18 02:22:00",0
"2018-12-18 02:23:00",0
"2018-12-18 02:24:00",0
"2018-12-18 02:25:00",0
"2018-12-18 02:26:00",0
"2018-12-18 02:27:00",0
"2018-12-18 02:28:00",0
"2018-12-18 02:29:00",0
"2018-12-18 02:30:00",0
"2018-12-18 02:31:00",0
"2018-12-18 02:32:00",0
"2018-12-18 02:33:00",0
"2018-12-18 02:34:00",1376.22418231915
"2018-12-18 02:35:00",0
"2018-12-18 02:36:00",0
"2018-12-18 02:37:00",0
"2018-12-18 02:38:00",0
"2018-12-18 02:39:00",0
"2018-12-18 02:40:00",0
"2018-12-18 02:41:00",0
"2018-12-18 02:42:00",0
"2018-12-18 02:43:00",0
"2018-12-18 02:44:00",1216.55291705704
"2018-12-18 02:45:00",0
"2018-12-18 02:46:00",0
"2018-12-18 02:47:00",0
"2018-12-18 02:48:00",0
"2018-12-18 02:49:00",0
"2018-12-18 02:50:00",0
"2018-12-18 02:51:00",0
"2018-12-18 02:52:00",0
"2018-12-18 02:53:00",0
"2018-12-18 02:54:00",0
"2018-12-18 02:55:00",0
"2018-12-18 02:56:00",0
"2018-12-18 02:57:00",0
"2018-12-18 02:58:00",0
"2018-12-18 02:59:00",0
"2018-12-18 03:00:00",0
"2018-12-18 03:01:00",0
"2018-12-18 03:02:00",0
"2018-12-18 03:03:00",0
"2018-12-18 03:04:00",1084.96912398464
"2018-12-18 03:05:00",0
"2018-12-18 03:06:00",0
"2018-12-18 03:07:00",0
"2018-12-18 03:08:00",0
"2018-12-18 03:09:00",0
"2018-12-18 03:10:00",0
"2018-12-18 03:11:00",0
"2018-12-18 03:12:00",0
"2018-12-18 03:13:00",0
"2018-12-18 03:14:00",0
"2018-12-18 03:15:00",0
"2018-12-18 03:16:00",0
"2018-12-18 03:17:00",0
"2018-12-18 03:18:00",0
"2018-12-18 03:19:00",0
"2018-12-18 03:20:00",0
"2018-12-18 03:21:00",0
"2018-12-18 03:22:00",0
"2018-12-18 03:23:00",0
"2018-12-18 03:24:00",0
"2018-12-18 03:25:00",0
"2018-12-18 03:26:00",0
"2018-12-18 03:27:00",0
"2018-12-18 03:28:00",0
"2018-12-18 03:29:00",0
"2018-12-18 03:30:00",0
"2018-12-18 03:31:00",0
"2018-12-18 03:32:00",0
"2018-12-18 03:33:00",0
"2018-12-18 03:34:00",0
"2018-12-18 03:35:00",0
"2018-12-18 03:36:00",0
"2018-12-18 03:37:00",0
"2018-12-18 03:38:00",0
"2018-12-18 03:39:00",0
"2018-12-18 03:40:00",0
"2018-12-18 03:41:00",0
"2018-12-18 03:42:00",0
"2018-12-18 03:43:00",0
"2018-12-18 03:44:00",0
"2018-12-18 03:45:00",0
"2018-12-18 03:46:00",0
"2018-12-18 03:47:00",0
"2018-12-18 03:48:00",0
"2018-12-18 03:49:00",1015.61853074863
"2018-12-18 03:50:00",0
"2018-12-18 03:51:00",0
"2018-12-18 03:52:00",0
"2018-12-18 03:53:00",0
"2018-12-18 03:54:00",0
"2018-12-18 03:55:00",0
"2018-12-18 03:56:00",0
"2018-12-18 03:57:00",0
"2018-12-18 03:58:00",0
"2018-12-18 03:59:00",0
"2018-12-18 04:00:00",0
"2018-12-18 04:01:00",0
"2018-12-18 04:02:00",949.687316962799
"2018-12-18 04:03:00",0
"2018-12-18 04:04:00",1960.70421022652
"2018-12-18 04:05:00",0
"2018-12-18 04:06:00",0
"2018-12-18 04:07:00",0
"2018-12-18 04:08:00",0
"2018-12-18 04:09:00",0
"2018-12-18 04:10:00",0
"2018-12-18 04:11:00",0
"2018-12-18 04:12:00",0
"2018-12-18 04:13:00",0
"2018-12-18 04:14:00",0
"2018-12-18 04:15:00",1338.396802148
"2018-12-18 04:16:00",582.644831780048
"2018-12-18 04:17:00",0
"2018-12-18 04:18:00",0
"2018-12-18 04:19:00",0
"2018-12-18 04:20:00",0
"2018-12-18 04:21:00",0
"2018-12-18 04:22:00",0
"2018-12-18 04:23:00",1181.52105355766
"2018-12-18 04:24:00",0
"2018-12-18 04:25:00",0
"2018-12-18 04:26:00",0
"2018-12-18 04:27:00",0
"2018-12-18 04:28:00",0
"2018-12-18 04:29:00",0
"2018-12-18 04:30:00",0
"2018-12-18 04:31:00",0
"2018-12-18 04:32:00",0
"2018-12-18 04:33:00",0
"2018-12-18 04:34:00",298.941465842395
"2018-12-18 04:35:00",0
"2018-12-18 04:36:00",0
"2018-12-18 04:37:00",0
"2018-12-18 04:38:00",0
"2018-12-18 04:39:00",0
"2018-12-18 04:40:00",162.296025829347
"2018-12-18 04:41:00",0
"2018-12-18 04:42:00",0
"2018-12-18 04:43:00",0
"2018-12-18 04:44:00",0
"2018-12-18 04:45:00",0
"2018-12-18 04:46:00",0
"2018-12-18 04:47:00",0
"2018-12-18 04:48:00",0
"2018-12-18 04:49:00",0
"2018-12-18 04:50:00",0
"2018-12-18 04:51:00",0
"2018-12-18 04:52:00",0
"2018-12-18 04:53:00",0
"2018-12-18 04:54:00",0
"2018-12-18 04:55:00",0
"2018-12-18 04:56:00",0
"2018-12-18 04:57:00",0
"2018-12-18 04:58:00",4.24264068711928
"2018-12-18 04:59:00",0
"2018-12-18 05:00:00",0
"2018-12-18 05:01:00",0
"2018-12-18 05:02:00",0
"2018-12-18 05:03:00",0
"2018-12-18 05:04:00",0
"2018-12-18 05:05:00",0
"2018-12-18 05:06:00",0
"2018-12-18 05:07:00",0
"2018-12-18 05:08:00",0
"2018-12-18 05:09:00",0
"2018-12-18 05:10:00",0
"2018-12-18 05:11:00",0
"2018-12-18 05:12:00",0
"2018-12-18 05:13:00",0
"2018-12-18 05:14:00",0
"2018-12-18 05:15:00",0
"2018-12-18 05:16:00",0
"2018-12-18 05:17:00",0
"2018-12-18 05:18:00",0
"2018-12-18 05:19:00",0
"2018-12-18 05:20:00",975.965675625941
"2018-12-18 05:21:00",50.8035431835222
"2018-12-18 05:22:00",0
"2018-12-18 05:23:00",0
"2018-12-18 05:24:00",0
"2018-12-18 05:25:00",0
"2018-12-18 05:26:00",0
"2018-12-18 05:27:00",0
"2018-12-18 05:28:00",0
"2018-12-18 05:29:00",0
"2018-12-18 05:30:00",0
"2018-12-18 05:31:00",0
"2018-12-18 05:32:00",0
"2018-12-18 05:33:00",0
"2018-12-18 05:34:00",0
"2018-12-18 05:35:00",47
"2018-12-18 05:36:00",0
"2018-12-18 05:37:00",0
"2018-12-18 05:38:00",0
"2018-12-18 05:39:00",0
"2018-12-18 05:40:00",695.189902113084
"2018-12-18 05:41:00",0
"2018-12-18 05:42:00",0
"2018-12-18 05:43:00",0
"2018-12-18 05:44:00",0
"2018-12-18 05:45:00",0
"2018-12-18 05:46:00",39.4081209904761
"2018-12-18 05:47:00",0
"2018-12-18 05:48:00",0
"2018-12-18 05:49:00",0
"2018-12-18 05:50:00",0
"2018-12-18 05:51:00",0
"2018-12-18 05:52:00",0
"2018-12-18 05:53:00",0
"2018-12-18 05:54:00",0
"2018-12-18 05:55:00",0
"2018-12-18 05:56:00",0
"2018-12-18 05:57:00",1321.4930949498
"2018-12-18 05:58:00",227.279563533548
"2018-12-18 05:59:00",235.911000167436
"2018-12-18 06:00:00",246.787357860973
"2018-12-18 06:01:00",4844.71351062165
"2018-12-18 06:02:00",4300.58298373604
"2018-12-18 06:03:00",4504.86881052046
"2018-12-18 06:04:00",2221.51659908271
"2018-12-18 06:05:00",1680.96906574749
"2018-12-18 06:06:00",2655.54099949521
"2018-12-18 06:07:00",980.038264559094
"2018-12-18 06:08:00",3655.22461690113
"2018-12-18 06:09:00",1445.86098916874
"2018-12-18 06:10:00",536.017723587569
"2018-12-18 06:11:00",1120.31334902339
"2018-12-18 06:12:00",1035.42358481928
"2018-12-18 06:13:00",3302.30843501936
"2018-12-18 06:14:00",3859.17776216644
"2018-12-18 06:15:00",3285.94233059559
"2018-12-18 06:16:00",3067.18535468595
"2018-12-18 06:17:00",1869.36058586887
"2018-12-18 06:18:00",5097.22689312532
"2018-12-18 06:19:00",3266.04546814646
"2018-12-18 06:20:00",3029.42717357589
"2018-12-18 06:21:00",3438.26307893971
"2018-12-18 06:22:00",3167.58425302311
"2018-12-18 06:23:00",2702.36229991465
"2018-12-18 06:24:00",1777.01603819437
"2018-12-18 06:25:00",2253.91459465526
"2018-12-18 06:26:00",1548.82826678751
"2018-12-18 06:27:00",0
"2018-12-18 06:28:00",0
"2018-12-18 06:29:00",0
"2018-12-18 06:30:00",0
"2018-12-18 06:31:00",1232.16395013001
"2018-12-18 06:32:00",34.0587727318528
"2018-12-18 06:33:00",0
"2018-12-18 06:34:00",11.7046999107196
"2018-12-18 06:35:00",0
"2018-12-18 06:36:00",0
"2018-12-18 06:37:00",1623.78631599112
"2018-12-18 06:38:00",1005.90953867632
"2018-12-18 06:39:00",0
"2018-12-18 06:40:00",0
"2018-12-18 06:41:00",602.683167178245
"2018-12-18 06:42:00",274.88361173413
"2018-12-18 06:43:00",881.794760701151
"2018-12-18 06:44:00",0
"2018-12-18 06:45:00",10.770329614269
"2018-12-18 06:46:00",991.047930223357
"2018-12-18 06:47:00",882.004535135733
"2018-12-18 06:48:00",625.048798094997
"2018-12-18 06:49:00",17.7200451466693
"2018-12-18 06:50:00",0
"2018-12-18 06:51:00",0
"2018-12-18 06:52:00",0
"2018-12-18 06:53:00",1299.453731381
"2018-12-18 06:54:00",369.308813867202
"2018-12-18 06:55:00",0
"2018-12-18 06:56:00",0
"2018-12-18 06:57:00",22
"2018-12-18 06:58:00",1370.69945648198
"2018-12-18 06:59:00",404.409445982658
"2018-12-18 07:00:00",30.4138126514911
"2018-12-18 07:01:00",0
"2018-12-18 07:02:00",1192.11744387875
"2018-12-18 07:03:00",1281.49170890802
"2018-12-18 07:04:00",0
"2018-12-18 07:05:00",6.32455532033676
"2018-12-18 07:06:00",0
"2018-12-18 07:07:00",1344.33366393913
"2018-12-18 07:08:00",443.632730983637
"2018-12-18 07:09:00",343
"2018-12-18 07:10:00",0
"2018-12-18 07:11:00",54.3323108288245
"2018-12-18 07:12:00",107.823930553472
"2018-12-18 07:13:00",0
"2018-12-18 07:14:00",307.801884334713
"2018-12-18 07:15:00",0
"2018-12-18 07:16:00",0
"2018-12-18 07:17:00",9
"2018-12-18 07:18:00",1127.07852432739
"2018-12-18 07:19:00",0
"2018-12-18 07:20:00",0
"2018-12-18 07:21:00",0
"2018-12-18 07:22:00",0
"2018-12-18 07:23:00",62.5699608438426
"2018-12-18 07:24:00",0
"2018-12-18 07:25:00",0
"2018-12-18 07:26:00",0
"2018-12-18 07:27:00",0
"2018-12-18 07:28:00",0
"2018-12-18 07:29:00",0
"2018-12-18 07:30:00",1134.64047169136
"2018-12-18 07:31:00",1747.93706980543
"2018-12-18 07:32:00",2830.8062455774
"2018-12-18 07:33:00",1573.61780620327
"2018-12-18 07:34:00",0
"2018-12-18 07:35:00",0
"2018-12-18 07:36:00",482.419941544709
"2018-12-18 07:37:00",0
"2018-12-18 07:38:00",0
"2018-12-18 07:39:00",0
"2018-12-18 07:40:00",0
"2018-12-18 07:41:00",0
"2018-12-18 07:42:00",12
"2018-12-18 07:43:00",0
"2018-12-18 07:44:00",1481.80767982893
"2018-12-18 07:45:00",2898.41905182808
"2018-12-18 07:46:00",1858.76545050741
"2018-12-18 07:47:00",3169.11564951486
"2018-12-18 07:48:00",2284.25523967879
"2018-12-18 07:49:00",3925.04076411953
"2018-12-18 07:50:00",107.763630228385
"2018-12-18 07:51:00",1580.92884090335
"2018-12-18 07:52:00",1011.90414565808
"2018-12-18 07:53:00",368.934953616488
"2018-12-18 07:54:00",2403.30730452849
"2018-12-18 07:55:00",1515.412485101
"2018-12-18 07:56:00",592.739403110676
"2018-12-18 07:57:00",0
"2018-12-18 07:58:00",0
"2018-12-18 07:59:00",67.2086303981862
"2018-12-18 08:00:00",0
"2018-12-18 08:01:00",2537.63255811396
"2018-12-18 08:02:00",114.394055789626
"2018-12-18 08:03:00",356.210611857648
"2018-12-18 08:04:00",136.477104306913
"2018-12-18 08:05:00",0
"2018-12-18 08:06:00",5
"2018-12-18 08:07:00",0
"2018-12-18 08:08:00",0
"2018-12-18 08:09:00",0
"2018-12-18 08:10:00",0
"2018-12-18 08:11:00",2
"2018-12-18 08:12:00",0
"2018-12-18 08:13:00",0
"2018-12-18 08:14:00",0
"2018-12-18 08:15:00",0
"2018-12-18 08:16:00",0
"2018-12-18 08:17:00",0
"2018-12-18 08:18:00",0
"2018-12-18 08:19:00",0
"2018-12-18 08:20:00",0
"2018-12-18 08:21:00",0
"2018-12-18 08:22:00",217.469538096718
"2018-12-18 08:23:00",84.1486779456457
"2018-12-18 08:24:00",84
"2018-12-18 08:25:00",19.2093727122985
"2018-12-18 08:26:00",0
"2018-12-18 08:27:00",42.7551166528639
"2018-12-18 08:28:00",0
"2018-12-18 08:29:00",0
"2018-12-18 08:30:00",0
"2018-12-18 08:31:00",484.365564424227
"2018-12-18 08:32:00",932.885309135051
"2018-12-18 08:33:00",0
"2018-12-18 08:34:00",8.06225774829855
"2018-12-18 08:35:00",494.177093762955
"2018-12-18 08:36:00",940.914980218723
"2018-12-18 08:37:00",168.736480939956
"2018-12-18 08:38:00",397.40281830908
"2018-12-18 08:39:00",0
"2018-12-18 08:40:00",0
"2018-12-18 08:41:00",324.881516864225
"2018-12-18 08:42:00",612.68017758044
"2018-12-18 08:43:00",80.5170789336026
"2018-12-18 08:44:00",782.111884579182
"2018-12-18 08:45:00",0
"2018-12-18 08:46:00",586.694980377368
"2018-12-18 08:47:00",1332.15201835226
"2018-12-18 08:48:00",0
"2018-12-18 08:49:00",0
"2018-12-18 08:50:00",1014.76007016437
"2018-12-18 08:51:00",527.479857435334
"2018-12-18 08:52:00",1156.45406307384
"2018-12-18 08:53:00",454.486523452566
"2018-12-18 08:54:00",525.012380806396
"2018-12-18 08:55:00",764.509646767129
"2018-12-18 08:56:00",0
"2018-12-18 08:57:00",0
"2018-12-18 08:58:00",1918.95283944134
"2018-12-18 08:59:00",227.971489445501
"2018-12-18 09:00:00",94.3927963353136
"2018-12-18 09:01:00",0
"2018-12-18 09:02:00",457.787068406262
"2018-12-18 09:03:00",75.2927619363243
"2018-12-18 09:04:00",327.734648763295
"2018-12-18 09:05:00",21.2132034355964
"2018-12-18 09:06:00",22
"2018-12-18 09:07:00",26.9258240356725
"2018-12-18 09:08:00",10.1980390271856
"2018-12-18 09:09:00",0
"2018-12-18 09:10:00",31
"2018-12-18 09:11:00",0
"2018-12-18 09:12:00",214.333851736024
"2018-12-18 09:13:00",0
"2018-12-18 09:14:00",0
"2018-12-18 09:15:00",0
"2018-12-18 09:16:00",71
"2018-12-18 09:17:00",0
"2018-12-18 09:18:00",0
"2018-12-18 09:19:00",0
"2018-12-18 09:20:00",0
"2018-12-18 09:21:00",0
"2018-12-18 09:22:00",0
"2018-12-18 09:23:00",255.775292004525
"2018-12-18 09:24:00",0
"2018-12-18 09:25:00",0
"2018-12-18 09:26:00",0
"2018-12-18 09:27:00",0
"2018-12-18 09:28:00",0
"2018-12-18 09:29:00",0
"2018-12-18 09:30:00",754.85164105273
"2018-12-18 09:31:00",17.8885438199983
"2018-12-18 09:32:00",0
"2018-12-18 09:33:00",346.24413352431
"2018-12-18 09:34:00",24
"2018-12-18 09:35:00",0
"2018-12-18 09:36:00",0
"2018-12-18 09:37:00",0
"2018-12-18 09:38:00",0
"2018-12-18 09:39:00",0
"2018-12-18 09:40:00",470.166991610428
"2018-12-18 09:41:00",1095.48756268613
"2018-12-18 09:42:00",146.5059725745
"2018-12-18 09:43:00",17
"2018-12-18 09:44:00",0
"2018-12-18 09:45:00",14
"2018-12-18 09:46:00",30
"2018-12-18 09:47:00",0
"2018-12-18 09:48:00",0
"2018-12-18 09:49:00",1047.8788097867
"2018-12-18 09:50:00",0
"2018-12-18 09:51:00",38.7040049607273
"2018-12-18 09:52:00",5
"2018-12-18 09:53:00",0
"2018-12-18 09:54:00",36.0416425818802
"2018-12-18 09:55:00",0
"2018-12-18 09:56:00",0
"2018-12-18 09:57:00",2601.26853669513
"2018-12-18 09:58:00",1062.94778799337
"2018-12-18 09:59:00",4373.20534619631
"2018-12-18 10:00:00",383.455342901882
"2018-12-18 10:01:00",28
"2018-12-18 10:02:00",0
"2018-12-18 10:03:00",5
"2018-12-18 10:04:00",0
"2018-12-18 10:05:00",0
"2018-12-18 10:06:00",0
"2018-12-18 10:07:00",0
"2018-12-18 10:08:00",0
"2018-12-18 10:09:00",79.4040301244213
"2018-12-18 10:10:00",0
"2018-12-18 10:11:00",0
"2018-12-18 10:12:00",0
"2018-12-18 10:13:00",0
"2018-12-18 10:14:00",0
"2018-12-18 10:15:00",0
"2018-12-18 10:16:00",6
"2018-12-18 10:17:00",0
"2018-12-18 10:18:00",0
"2018-12-18 10:19:00",6
"2018-12-18 10:20:00",0
"2018-12-18 10:21:00",24.5967477524977
"2018-12-18 10:22:00",47.4341649025257
"2018-12-18 10:23:00",43
"2018-12-18 10:24:00",0
"2018-12-18 10:25:00",1
"2018-12-18 10:26:00",0
"2018-12-18 10:27:00",0
"2018-12-18 10:28:00",444.56832995615
"2018-12-18 10:29:00",10
"2018-12-18 10:30:00",30.1496268633627
"2018-12-18 10:31:00",292.880521714914
"2018-12-18 10:32:00",0
"2018-12-18 10:33:00",17.2336879396141
"2018-12-18 10:34:00",0
"2018-12-18 10:35:00",94.1541289588513
"2018-12-18 10:36:00",0
"2018-12-18 10:37:00",0
"2018-12-18 10:38:00",0
"2018-12-18 10:39:00",0
"2018-12-18 10:40:00",0
"2018-12-18 10:41:00",0
"2018-12-18 10:42:00",10
"2018-12-18 10:43:00",699.448354061971
"2018-12-18 10:44:00",50.950956811428
"2018-12-18 10:45:00",0
"2018-12-18 10:46:00",10.295630140987
"2018-12-18 10:47:00",44.4522215417857
"2018-12-18 10:48:00",0
"2018-12-18 10:49:00",0
"2018-12-18 10:50:00",0
"2018-12-18 10:51:00",898.38800081034
"2018-12-18 10:52:00",0
"2018-12-18 10:53:00",0
"2018-12-18 10:54:00",1221.27924734681
"2018-12-18 10:55:00",114.882548718245
"2018-12-18 10:56:00",42.3792402008342
"2018-12-18 10:57:00",0
"2018-12-18 10:58:00",806.285929431985
"2018-12-18 10:59:00",31.1448230047949
"2018-12-18 11:00:00",113.437207299898
"2018-12-18 11:01:00",0
"2018-12-18 11:02:00",10
"2018-12-18 11:03:00",0
"2018-12-18 11:04:00",30.6757233003559
"2018-12-18 11:05:00",12
"2018-12-18 11:06:00",0
"2018-12-18 11:07:00",448.228736249697
"2018-12-18 11:08:00",63
"2018-12-18 11:09:00",0
"2018-12-18 11:10:00",0
"2018-12-18 11:11:00",0
"2018-12-18 11:12:00",0
"2018-12-18 11:13:00",0
"2018-12-18 11:14:00",0
"2018-12-18 11:15:00",0
"2018-12-18 11:16:00",0
"2018-12-18 11:17:00",37
"2018-12-18 11:18:00",0
"2018-12-18 11:19:00",65.5133574166368
"2018-12-18 11:20:00",24
"2018-12-18 11:21:00",8
"2018-12-18 11:22:00",29.0688837074973
"2018-12-18 11:23:00",11
"2018-12-18 11:24:00",0
"2018-12-18 11:25:00",0
"2018-12-18 11:26:00",311.789993425062
"2018-12-18 11:27:00",60.5144610816291
"2018-12-18 11:28:00",0
"2018-12-18 11:29:00",0
"2018-12-18 11:30:00",0
"2018-12-18 11:31:00",174.731222167076
"2018-12-18 11:32:00",80.7527089328897
"2018-12-18 11:33:00",0
"2018-12-18 11:34:00",0
"2018-12-18 11:35:00",188.138247041903
"2018-12-18 11:36:00",1
"2018-12-18 11:37:00",149.295009963495
"2018-12-18 11:38:00",225.146618895332
"2018-12-18 11:39:00",462.1969277267
"2018-12-18 11:40:00",0
"2018-12-18 11:41:00",47.0531614240744
"2018-12-18 11:42:00",14
"2018-12-18 11:43:00",15
"2018-12-18 11:44:00",252.873486154638
"2018-12-18 11:45:00",1401.0471084157
"2018-12-18 11:46:00",3926.61902913945
"2018-12-18 11:47:00",931.897526555361
"2018-12-18 11:48:00",563.693178954651
"2018-12-18 11:49:00",3364.25340900474
"2018-12-18 11:50:00",2582.08655935466
"2018-12-18 11:51:00",3969.32752490897
"2018-12-18 11:52:00",2480.68155957188
"2018-12-18 11:53:00",3093.32523346641
"2018-12-18 11:54:00",3472.84335955424
"2018-12-18 11:55:00",3504.0824761983
"2018-12-18 11:56:00",2929.72712039876
"2018-12-18 11:57:00",3302.50722936378
"2018-12-18 11:58:00",3449.26673366964
"2018-12-18 11:59:00",4784.60562638134
"2018-12-18 12:00:00",38.9101529166874
"2018-12-18 12:01:00",0
"2018-12-18 12:02:00",306.796349391579
"2018-12-18 12:03:00",917.129216631986
"2018-12-18 12:04:00",890.268498824933
"2018-12-18 12:05:00",389.971793851812
"2018-12-18 12:06:00",824.495603384275
"2018-12-18 12:07:00",686.228096189598
"2018-12-18 12:08:00",38
"2018-12-18 12:09:00",24.5153013442625
"2018-12-18 12:10:00",1730.02369925964
"2018-12-18 12:11:00",213.780261015838
"2018-12-18 12:12:00",12
"2018-12-18 12:13:00",71.0844568101916
"2018-12-18 12:14:00",6
"2018-12-18 12:15:00",41.4366987102013
"2018-12-18 12:16:00",272.176413379264
"2018-12-18 12:17:00",45.3982378512647
"2018-12-18 12:18:00",0
"2018-12-18 12:19:00",0
"2018-12-18 12:20:00",398.528543519784
"2018-12-18 12:21:00",11.4017542509914
"2018-12-18 12:22:00",64.5213143077542
"2018-12-18 12:23:00",29.1547594742265
"2018-12-18 12:24:00",545.177035466462
"2018-12-18 12:25:00",52.0576603392815
"2018-12-18 12:26:00",1258.33461368588
"2018-12-18 12:27:00",7.81024967590665
"2018-12-18 12:28:00",48.2182538049648
"2018-12-18 12:29:00",0
"2018-12-18 12:30:00",225.99778759979
"2018-12-18 12:31:00",0
"2018-12-18 12:32:00",0
"2018-12-18 12:33:00",140.381622728903
"2018-12-18 12:34:00",0
"2018-12-18 12:35:00",91.087869664407
"2018-12-18 12:36:00",33.9558536926993
"2018-12-18 12:37:00",18
"2018-12-18 12:38:00",3
"2018-12-18 12:39:00",25
"2018-12-18 12:40:00",96
"2018-12-18 12:41:00",0
"2018-12-18 12:42:00",10
"2018-12-18 12:43:00",1583.60380146045
"2018-12-18 12:44:00",795.893208916875
"2018-12-18 12:45:00",4771.22730542153
"2018-12-18 12:46:00",321.028036158838
"2018-12-18 12:47:00",923.071503189217
"2018-12-18 12:48:00",200.434527963622
"2018-12-18 12:49:00",132.653684456935
"2018-12-18 12:50:00",2640.48499332982
"2018-12-18 12:51:00",3108.56059937715
"2018-12-18 12:52:00",1041.18442170444
"2018-12-18 12:53:00",742.268145618549
"2018-12-18 12:54:00",202.123724485771
"2018-12-18 12:55:00",2218.10955545482
"2018-12-18 12:56:00",98.1529418815351
"2018-12-18 12:57:00",131.825642422102
"2018-12-18 12:58:00",321.591355605215
"2018-12-18 12:59:00",439.370003527778
"2018-12-18 13:00:00",251.264800559091
"2018-12-18 13:01:00",532.084579742732
"2018-12-18 13:02:00",0
"2018-12-18 13:03:00",0
"2018-12-18 13:04:00",0
"2018-12-18 13:05:00",0
"2018-12-18 13:06:00",0
"2018-12-18 13:07:00",0
"2018-12-18 13:08:00",0
